"","Country","Status","HIV.AIDS","Income.composition.of.resources","Adult.Mortality","under.five.deaths","thinness.5.9.years","Diphtheria","Schooling","Life.expectancy","continent","class"
"1143","Honduras",0,0.5,0.603,157,5,2.2,97,11.3,73.4,"Americas",1
"1144","Honduras",0,0.6,0.597,159,5,2.3,93,11.1,73.2,"Americas",1
"1145","Honduras",0,0.7,0.59,16,6,2.3,94,10.9,73,"Americas",1
"1146","Honduras",0,0.8,0.583,161,6,2.4,95,10.8,72.8,"Americas",1
"1147","Honduras",0,0.9,0.577,163,6,2.4,98,10.6,72.5,"Americas",1
"1148","Honduras",0,1,0.571,165,7,2.5,94,10.4,72.2,"Americas",1
"1149","Honduras",0,1,0.566,166,7,2.5,92,10.3,71.9,"Americas",1
"1150","Honduras",0,1,0.561,169,7,2.6,95,10.1,71.6,"Americas",1
"1151","Honduras",0,1,0.557,171,8,2.7,96,9.9,71.3,"Americas",1
"1152","Honduras",0,1,0.551,174,8,2.7,94,9.8,71,"Americas",1
"1153","Hungary",1,0.1,0.834,134,0,1.6,99,15.6,75.8,"Europe",1
"1154","Hungary",1,0.1,0.834,137,0,1.6,99,15.8,75.6,"Europe",1
"1155","Hungary",1,0.1,0.824,139,1,1.7,99,15.4,75.5,"Europe",1
"1156","Hungary",1,0.1,0.823,146,1,1.7,99,15.4,75,"Europe",1
"1157","Hungary",1,0.1,0.821,15,1,1.7,99,15.4,74.8,"Europe",1
"1158","Hungary",1,0.1,0.817,156,1,1.8,99,15.3,74.5,"Europe",1
"1159","Hungary",1,0.1,0.816,162,1,1.8,99,15.3,74.2,"Europe",1
"1160","Hungary",1,0.1,0.812,165,1,1.9,99,15.3,74.1,"Europe",1
"1161","Hungary",1,0.1,0.809,176,1,1.9,99,15.3,73.5,"Europe",1
"1162","Hungary",1,0.1,0.802,177,1,2,99,15.2,73.4,"Europe",1
"1163","Hungary",1,0.1,0.795,182,1,2,99,15,72.9,"Europe",1
"1164","Hungary",1,0.1,0.793,18,1,2.1,99,15.3,72.9,"Europe",1
"1165","Hungary",1,0.1,0.784,184,1,2.1,99,14.9,72.5,"Europe",1
"1166","Hungary",1,0.1,0.775,184,1,2.2,99,14.6,72.5,"Europe",1
"1167","Hungary",1,0.1,0.769,185,1,2.2,99,14.2,72.3,"Europe",1
"1168","Hungary",1,0.1,0.761,193,1,2.3,99,13.9,71.7,"Europe",1
"1169","Iceland",1,0.1,0.894,49,0,0.9,92,16.99,82.09,"Europe",1
"1170","Iceland",1,0.1,0.894,49,0,0.9,65,16.99,82.09,"Europe",1
"1171","Iceland",1,0.1,0.894,12,0,0.9,91,16.99,82.09,"Europe",1
"1172","Iceland",1,0.1,0.894,12,0,0.9,89,16.99,82.09,"Europe",1
"1173","Iceland",1,0.1,0.894,51,0,0.9,95,16.99,82.09,"Europe",1
"1174","Iceland",1,0.1,0.894,53,0,0.9,96,16.99,81.8,"Europe",1
"1175","Iceland",1,0.1,0.894,55,0,0.9,96,16.99,81.6,"Europe",1
"1176","Iceland",1,0.1,0.892,58,0,0.9,98,16.99,81.4,"Europe",1
"1177","Iceland",1,0.1,0.887,59,0,0.9,97,16.99,81.3,"Europe",1
"1178","Iceland",1,0.1,0.884,61,0,0.9,97,16.99,81.1,"Europe",1
"1179","Iceland",1,0.1,0.879,62,0,0.9,95,16.99,81,"Europe",1
"1180","Iceland",1,0.1,0.873,65,0,0.9,99,16.99,82.09,"Europe",1
"1181","Iceland",1,0.1,0.866,65,0,0.9,97,16.99,82.09,"Europe",1
"1182","Iceland",1,0.1,0.859,12,0,0.9,95,16.99,82.09,"Europe",1
"1183","Iceland",1,0.1,0.854,72,0,0.9,92,16.99,80,"Europe",1
"1184","Iceland",1,0.1,0.847,74,0,0.9,98,16.8,79.7,"Europe",1
"1217","Iran (Islamic Republic of)",0,0.1,0.774,83,21,8.6,98,14.8,75.5,"Asia",1
"1218","Iran (Islamic Republic of)",0,0.1,0.77,83,22,8.4,99,14.9,75.4,"Asia",1
"1219","Iran (Islamic Republic of)",0,0.1,0.769,83,23,8.3,98,15,75.3,"Asia",1
"1220","Iran (Islamic Republic of)",0,0.1,0.755,85,24,8.2,99,13.6,75.1,"Asia",1
"1221","Iran (Islamic Republic of)",0,0.1,0.745,93,25,8.1,99,13.1,74.7,"Asia",1
"1222","Iran (Islamic Republic of)",0,0.1,0.735,16,26,8,99,12.9,74.1,"Asia",1
"1223","Iran (Islamic Republic of)",0,0.1,0.728,122,27,7.9,99,12.8,73.3,"Asia",1
"1224","Iran (Islamic Republic of)",0,0.1,0.716,135,28,7.8,99,12.1,72.7,"Asia",1
"1225","Iran (Islamic Republic of)",0,0.1,0.704,138,29,7.8,99,11.8,72.4,"Asia",1
"1226","Iran (Islamic Republic of)",0,0.1,0.692,139,30,7.7,98,11.4,72.2,"Asia",1
"1227","Iran (Islamic Republic of)",0,0.1,0.687,139,32,7.7,95,11.4,72,"Asia",1
"1228","Iran (Islamic Republic of)",0,0.1,0.686,139,33,7.7,99,11.8,71.8,"Asia",1
"1235","Iraq",0,0.1,0.659,17,39,5.1,68,10.3,69.5,"Asia",0
"1236","Iraq",0,0.1,0.656,147,39,5.1,69,10.5,76,"Asia",1
"1237","Iraq",0,0.1,0.649,144,39,5.1,79,10.4,77,"Asia",1
"1238","Iraq",0,0.1,0.646,145,39,5.1,74,10.4,76,"Asia",1
"1241","Iraq",0,0.1,0.636,227,38,5.1,65,10.2,65.9,"Asia",0
"1242","Iraq",0,0.1,0.631,249,38,5.1,65,10.2,64.7,"Asia",0
"1243","Iraq",0,0.1,0.628,29,37,5.2,65,10.1,66.8,"Asia",0
"1245","Iraq",0,0.1,0.616,213,37,5.2,75,9.4,66.5,"Asia",0
"1246","Iraq",0,0.1,0.614,14,37,5.3,77,9.1,74,"Asia",1
"1248","Iraq",0,0.1,0.603,144,37,5.4,65,8.6,70,"Asia",0
"1249","Ireland",1,0.1,0.894,64,0,0.5,95,16.99,81.4,"Europe",1
"1250","Ireland",1,0.1,0.894,66,0,0.5,96,16.99,81.2,"Europe",1
"1251","Ireland",1,0.1,0.894,67,0,0.5,96,16.99,81,"Europe",1
"1252","Ireland",1,0.1,0.894,69,0,0.5,95,16.99,82.09,"Europe",1
"1253","Ireland",1,0.1,0.894,12,0,0.5,95,16.99,82.09,"Europe",1
"1254","Ireland",1,0.1,0.894,68,0,0.5,94,16.99,82.09,"Europe",1
"1255","Ireland",1,0.1,0.894,77,0,0.5,94,16.99,79.7,"Europe",1
"1256","Ireland",1,0.1,0.894,75,0,0.5,93,16.99,79.8,"Europe",1
"1257","Ireland",1,0.1,0.894,75,0,0.5,92,16.99,79.5,"Europe",1
"1258","Ireland",1,0.1,0.894,78,0,0.5,91,16.99,79,"Europe",1
"1259","Ireland",1,0.1,0.889,78,0,0.5,65,16.99,78.7,"Europe",1
"1260","Ireland",1,0.1,0.88,82,0,0.5,89,16.99,78.3,"Europe",1
"1261","Ireland",1,0.1,0.87,82,0,0.5,86,16.8,78,"Europe",1
"1262","Ireland",1,0.1,0.862,88,0,0.5,83,16.5,77.4,"Europe",1
"1263","Ireland",1,0.1,0.857,89,0,0.5,84,16.4,77,"Europe",1
"1264","Ireland",1,0.1,0.848,94,0,0.5,86,16.2,76.4,"Europe",1
"1265","Israel",0,0.1,0.894,58,1,1.1,95,16,82.09,"Asia",1
"1266","Israel",0,0.1,0.894,12,1,1.1,95,16,82.09,"Asia",1
"1267","Israel",0,0.1,0.891,61,1,1.1,96,15.9,82.09,"Asia",1
"1268","Israel",0,0.1,0.889,12,1,1.1,94,15.9,81.8,"Asia",1
"1269","Israel",0,0.1,0.883,61,1,1.1,94,15.8,81.8,"Asia",1
"1270","Israel",0,0.1,0.878,61,1,1.1,95,15.7,81.7,"Asia",1
"1271","Israel",0,0.1,0.876,63,1,1.1,96,15.6,81.5,"Asia",1
"1272","Israel",0,0.1,0.877,65,1,1.1,94,15.8,81,"Asia",1
"1273","Israel",0,0.1,0.872,68,1,1.1,95,15.7,82.09,"Asia",1
"1274","Israel",0,0.1,0.87,68,1,1.1,95,15.7,82.09,"Asia",1
"1275","Israel",0,0.1,0.866,71,1,1.1,93,15.8,80,"Asia",1
"1276","Israel",0,0.1,0.863,69,1,1.1,95,15.9,81,"Asia",1
"1277","Israel",0,0.1,0.863,71,1,1.1,93,16,79.7,"Asia",1
"1278","Israel",0,0.1,0.855,74,1,1.1,65,15.3,79.3,"Asia",1
"1279","Israel",0,0.1,0.85,74,1,1.1,92,15.1,79.3,"Asia",1
"1280","Israel",0,0.1,0.845,76,1,1.1,93,15.2,78.9,"Asia",1
"1281","Italy",1,0.1,0.881,56,2,0.6,93,16.3,82.09,"Europe",1
"1282","Italy",1,0.1,0.877,57,2,0.6,95,16.3,82.09,"Europe",1
"1283","Italy",1,0.1,0.876,58,2,0.6,96,16.5,82.09,"Europe",1
"1284","Italy",1,0.1,0.877,12,2,0.6,97,16.6,82,"Europe",1
"1286","Italy",1,0.1,0.869,12,2,0.5,96,16.4,81.8,"Europe",1
"1287","Italy",1,0.1,0.868,61,2,0.5,96,16.3,81.6,"Europe",1
"1289","Italy",1,0.1,0.862,63,2,0.5,97,16.1,81.3,"Europe",1
"1290","Italy",1,0.1,0.856,65,2,0.5,96,16,81.2,"Europe",1
"1291","Italy",1,0.1,0.851,66,2,0.5,95,15.8,82.09,"Europe",1
"1292","Italy",1,0.1,0.846,66,3,0.5,94,15.6,82.09,"Europe",1
"1295","Italy",1,0.1,0.828,75,3,0.5,93,14.9,79.8,"Europe",1
"1297","Jamaica",0,0.5,0.729,125,1,1.7,91,12.8,76.2,"Americas",1
"1298","Jamaica",0,0.5,0.727,133,1,1.7,92,12.8,75.8,"Americas",1
"1299","Jamaica",0,0.6,0.727,136,1,1.7,93,12.8,75.6,"Americas",1
"1300","Jamaica",0,0.5,0.725,138,1,1.7,96,12.8,75.3,"Americas",1
"1301","Jamaica",0,0.6,0.722,139,1,1.7,92,12.8,75.2,"Americas",1
"1302","Jamaica",0,0.5,0.721,138,1,1.7,94,12.7,75,"Americas",1
"1303","Jamaica",0,0.6,0.721,142,1,1.7,65,12.7,74.7,"Americas",1
"1304","Jamaica",0,0.4,0.718,145,1,1.7,91,12.6,74.5,"Americas",1
"1305","Jamaica",0,0.9,0.714,148,1,1.7,92,12.5,74.2,"Americas",1
"1306","Jamaica",0,1,0.709,15,1,1.7,95,12.5,74,"Americas",1
"1307","Jamaica",0,1,0.706,161,1,1.7,99,12.4,73.5,"Americas",1
"1308","Jamaica",0,1,0.689,165,1,1.8,98,11.1,73.3,"Americas",1
"1309","Jamaica",0,1,0.694,166,1,1.8,96,11.9,73.1,"Americas",1
"1310","Jamaica",0,1,0.69,167,1,1.8,99,11.7,73,"Americas",1
"1311","Jamaica",0,1,0.68,171,1,1.8,99,10.9,72.7,"Americas",1
"1312","Jamaica",0,1,0.682,171,1,1.9,93,11.4,72.6,"Americas",1
"1313","Japan",1,0.1,0.894,55,3,1.8,96,15.3,82.09,"Asia",1
"1314","Japan",1,0.1,0.894,57,3,1.7,96,15.3,82.09,"Asia",1
"1315","Japan",1,0.1,0.894,56,3,1.7,96,15.3,82.09,"Asia",1
"1316","Japan",1,0.1,0.889,58,3,1.7,97,15.3,82.09,"Asia",1
"1317","Japan",1,0.1,0.884,64,4,1.6,97,15.1,82.09,"Asia",1
"1318","Japan",1,0.1,0.879,62,4,1.6,97,15.1,82.09,"Asia",1
"1319","Japan",1,0.1,0.881,64,4,1.6,97,15,82.09,"Asia",1
"1321","Japan",1,0.1,0.877,67,4,1.5,98,15,82.09,"Asia",1
"1322","Japan",1,0.1,0.873,68,4,1.5,98,14.9,82.09,"Asia",1
"1323","Japan",1,0.1,0.87,69,4,1.5,98,14.9,82,"Asia",1
"1329","Jordan",0,0.1,0.741,112,4,4,99,13.1,74.1,"Asia",1
"1330","Jordan",0,0.1,0.737,113,4,3.9,98,13.1,74,"Asia",1
"1331","Jordan",0,0.1,0.737,114,4,3.9,98,13.1,73.9,"Asia",1
"1332","Jordan",0,0.1,0.735,115,4,3.9,98,12.9,73.7,"Asia",1
"1333","Jordan",0,0.1,0.737,116,4,3.9,98,13.1,73.6,"Asia",1
"1334","Jordan",0,0.1,0.739,117,4,3.8,98,13.2,73.4,"Asia",1
"1335","Jordan",0,0.1,0.742,118,4,3.8,98,13.6,73.3,"Asia",1
"1336","Jordan",0,0.1,0.739,119,4,3.8,97,13.6,73.1,"Asia",1
"1337","Jordan",0,0.1,0.736,12,4,3.8,98,13.6,73,"Asia",1
"1338","Jordan",0,0.1,0.733,121,4,3.8,98,13.7,72.8,"Asia",1
"1339","Jordan",0,0.1,0.73,127,4,3.8,95,13.8,72.4,"Asia",1
"1340","Jordan",0,0.1,0.723,125,4,3.8,95,13.5,72.5,"Asia",1
"1341","Jordan",0,0.1,0.717,127,4,3.9,97,13.2,72.3,"Asia",1
"1342","Jordan",0,0.1,0.712,129,4,3.9,95,13,72.1,"Asia",1
"1343","Jordan",0,0.1,0.706,131,4,3.9,99,12.7,71.9,"Asia",1
"1344","Jordan",0,0.1,0.7,133,4,4,91,12.6,71.7,"Asia",1
"1345","Kazakhstan",0,0.1,0.793,198,5,2.5,98,15,72,"Asia",1
"1346","Kazakhstan",0,0.1,0.789,22,5,2.5,95,15,69.9,"Asia",0
"1347","Kazakhstan",0,0.1,0.782,28,6,2.5,98,15,69.5,"Asia",0
"1348","Kazakhstan",0,0.1,0.774,214,7,2.5,99,14.7,69.1,"Asia",0
"1349","Kazakhstan",0,0.1,0.766,224,7,2.5,99,14.4,68.5,"Asia",0
"1350","Kazakhstan",0,0.1,0.763,236,8,2.5,99,14.5,67.8,"Asia",0
"1351","Kazakhstan",0,0.1,0.758,235,8,2.5,98,14.6,67.8,"Asia",0
"1352","Kazakhstan",0,0.1,0.758,258,9,2.5,99,14.6,66.6,"Asia",0
"1353","Kazakhstan",0,0.1,0.754,288,9,2.5,93,14.7,65.3,"Asia",0
"1354","Kazakhstan",0,0.1,0.747,295,9,2.5,99,14.3,65,"Asia",0
"1357","Kazakhstan",0,0.1,0.714,282,9,2.6,99,13.1,64.4,"Asia",0
"1358","Kazakhstan",0,0.1,0.7,276,9,2.6,95,12.7,64.7,"Asia",0
"1359","Kazakhstan",0,0.1,0.685,284,10,2.7,95,12.3,64.4,"Asia",0
"1360","Kazakhstan",0,0.1,0.676,292,10,2.7,97,12.1,63.9,"Asia",0
"1361","Kenya",0,1,0.55,249,75,7.6,89,11.1,63.4,"Africa",0
"1362","Kenya",0,1,0.546,255,79,7.7,92,11.1,62.9,"Africa",0
"1363","Kenya",0,1,0.541,258,80,7.7,87,11.1,62.6,"Africa",0
"1364","Kenya",0,1,0.536,263,80,7.8,94,11.1,62.1,"Africa",0
"1366","Kenya",0,1,0.523,294,80,8,65,11.1,63,"Africa",0
"1371","Kenya",0,1,0.474,383,80,8.5,76,9.6,54.1,"Africa",0
"1372","Kenya",0,1,0.461,383,80,8.6,73,8.9,53,"Africa",0
"1373","Kenya",0,1,0.45,383,80,8.8,73,8.2,52.6,"Africa",0
"1374","Kenya",0,1,0.451,383,80,8.9,84,8.5,52.6,"Africa",0
"1377","Kiribati",0,0.1,0.586,198,0,0.5,78,11.9,66.3,"Oceania",0
"1378","Kiribati",0,0.1,0.597,12,0,0.5,75,11.9,66.1,"Oceania",0
"1379","Kiribati",0,0.1,0.589,22,0,0.5,95,11.9,65.8,"Oceania",0
"1380","Kiribati",0,0.1,0.581,24,0,0.5,94,11.9,65.7,"Oceania",0
"1381","Kiribati",0,0.1,0.585,26,0,0.5,99,11.9,65.5,"Oceania",0
"1382","Kiribati",0,0.1,0.584,27,0,0.5,91,11.9,65.3,"Oceania",0
"1383","Kiribati",0,0.1,0.576,28,0,0.5,86,11.9,65.2,"Oceania",0
"1384","Kiribati",0,0.1,0.572,21,0,0.5,82,11.6,65.1,"Oceania",0
"1385","Kiribati",0,0.1,0.574,211,0,0.5,94,11.8,65,"Oceania",0
"1386","Kiribati",0,0.1,0.576,212,0,0.5,86,12.1,65,"Oceania",0
"1387","Kiribati",0,0.1,0.286,213,0,0.5,79,12.2,64.9,"Oceania",0
"1388","Kiribati",0,0.1,0.286,214,0,0.5,65,12.4,64.8,"Oceania",0
"1389","Kiribati",0,0.1,0.286,215,0,0.5,65,11.6,64.7,"Oceania",0
"1390","Kiribati",0,0.1,0.286,217,0,0.5,77,11.7,64.6,"Oceania",0
"1391","Kiribati",0,0.1,0.286,219,0,0.5,85,10.4,64.3,"Oceania",0
"1392","Kiribati",0,0.1,0.286,222,0,0.5,65,10,64.1,"Oceania",0
"1393","Kuwait",0,0.1,0.799,81,1,3.4,99,13.3,74.7,"Asia",1
"1394","Kuwait",0,0.1,0.787,82,1,3.4,95,13,74.6,"Asia",1
"1395","Kuwait",0,0.1,0.796,83,1,3.3,99,13.1,74.5,"Asia",1
"1396","Kuwait",0,0.1,0.794,84,1,3.3,98,13.2,74.3,"Asia",1
"1397","Kuwait",0,0.1,0.792,85,1,3.2,99,13.4,74.2,"Asia",1
"1398","Kuwait",0,0.1,0.79,86,1,3.2,98,13.5,74,"Asia",1
"1399","Kuwait",0,0.1,0.788,87,1,3.2,99,13.6,73.9,"Asia",1
"1400","Kuwait",0,0.1,0.787,88,1,3.1,99,13.8,73.8,"Asia",1
"1401","Kuwait",0,0.1,0.787,89,1,3.1,99,13.9,73.7,"Asia",1
"1402","Kuwait",0,0.1,0.787,89,1,3.1,99,14.1,73.6,"Asia",1
"1403","Kuwait",0,0.1,0.789,12,1,3.1,99,14.2,73.6,"Asia",1
"1404","Kuwait",0,0.1,0.791,91,1,3,98,14.4,73.5,"Asia",1
"1405","Kuwait",0,0.1,0.788,93,1,3,99,14.1,73.4,"Asia",1
"1406","Kuwait",0,0.1,0.785,94,1,3,99,13.9,73.3,"Asia",1
"1407","Kuwait",0,0.1,0.786,95,1,3,99,14,73.2,"Asia",1
"1408","Kuwait",0,0.1,0.786,96,1,3.1,98,14.1,73.2,"Asia",1
"1410","Kyrgyzstan",0,0.1,0.656,17,4,3.4,96,12.8,78,"Asia",1
"1411","Kyrgyzstan",0,0.1,0.647,174,4,3.3,97,12.5,77,"Asia",1
"1412","Kyrgyzstan",0,0.1,0.638,18,4,3.3,96,12.3,69.9,"Asia",0
"1413","Kyrgyzstan",0,0.2,0.632,188,4,3.3,96,12.1,69.4,"Asia",0
"1414","Kyrgyzstan",0,0.1,0.631,199,4,3.3,96,12.2,68.8,"Asia",0
"1415","Kyrgyzstan",0,0.1,0.629,21,4,3.4,95,12.4,68.5,"Asia",0
"1416","Kyrgyzstan",0,0.2,0.624,217,4,3.4,95,12.6,67.6,"Asia",0
"1417","Kyrgyzstan",0,0.1,0.618,229,4,3.4,94,12.6,67.2,"Asia",0
"1418","Kyrgyzstan",0,0.1,0.613,234,4,3.4,92,12.5,66.7,"Asia",0
"1419","Kyrgyzstan",0,0.1,0.612,224,4,3.4,98,12.4,66.9,"Asia",0
"1420","Kyrgyzstan",0,0.1,0.609,218,4,3.4,99,12.5,67.1,"Asia",0
"1421","Kyrgyzstan",0,0.1,0.602,217,4,3.5,98,12.2,66.6,"Asia",0
"1422","Kyrgyzstan",0,0.1,0.601,215,5,3.5,98,12.1,66.7,"Asia",0
"1423","Kyrgyzstan",0,0.1,0.593,217,5,3.6,99,11.8,67.2,"Asia",0
"1424","Kyrgyzstan",0,0.1,0.586,225,5,3.6,99,11.4,66.6,"Asia",0
"1425","Lao People's Democratic Republic",0,0.2,0.582,194,11,8.9,89,10.8,65.7,"Asia",0
"1426","Lao People's Democratic Republic",0,0.2,0.573,199,11,9,88,10.6,65.3,"Asia",0
"1427","Lao People's Democratic Republic",0,0.3,0.563,23,12,9.1,87,10.4,64.9,"Asia",0
"1428","Lao People's Democratic Republic",0,0.3,0.554,28,12,9.2,79,10.2,64.4,"Asia",0
"1429","Lao People's Democratic Republic",0,0.3,0.542,213,13,9.4,78,9.9,64,"Asia",0
"1430","Lao People's Democratic Republic",0,0.3,0.535,218,13,9.5,74,9.6,63.6,"Asia",0
"1431","Lao People's Democratic Republic",0,0.2,0.525,223,14,9.6,67,9.4,63.1,"Asia",0
"1432","Lao People's Democratic Republic",0,0.2,0.518,228,14,9.7,65,9.2,62.6,"Asia",0
"1434","Lao People's Democratic Republic",0,0.2,0.503,24,15,9.9,65,9,61.5,"Asia",0
"1435","Lao People's Democratic Republic",0,0.2,0.494,246,16,1.1,65,8.7,61,"Asia",0
"1439","Lao People's Democratic Republic",0,0.1,0.463,271,19,1.5,65,8,58.7,"Asia",0
"1440","Lao People's Democratic Republic",0,0.1,0.459,278,20,1.5,65,8,58.1,"Asia",0
"1441","Latvia",1,0.1,0.828,153,0,2.1,95,16,74.6,"Europe",1
"1442","Latvia",1,0.1,0.822,156,0,2.2,92,16,74.4,"Europe",1
"1443","Latvia",1,0.1,0.814,161,0,2.2,94,15.4,74.1,"Europe",1
"1444","Latvia",1,0.1,0.812,163,0,2.2,91,15.5,73.8,"Europe",1
"1445","Latvia",1,0.1,0.81,169,0,2.3,92,15.8,73.6,"Europe",1
"1446","Latvia",1,0.1,0.815,18,0,2.3,92,16,72.8,"Europe",1
"1447","Latvia",1,0.1,0.821,184,0,2.3,94,16.4,72.6,"Europe",1
"1448","Latvia",1,0.1,0.819,199,0,2.4,94,16.3,71.9,"Europe",1
"1449","Latvia",1,0.1,0.814,221,0,2.4,94,16.2,78,"Europe",1
"1450","Latvia",1,0.1,0.807,229,0,2.5,96,16.2,75,"Europe",1
"1451","Latvia",1,0.1,0.791,216,0,2.5,99,15.9,76,"Europe",1
"1452","Latvia",1,0.1,0.776,26,0,2.6,99,15.5,71,"Europe",1
"1453","Latvia",1,0.1,0.761,29,0,2.6,98,15.2,78,"Europe",1
"1454","Latvia",1,0.1,0.746,219,0,2.7,97,14.8,73,"Europe",1
"1455","Latvia",1,0.1,0.728,228,0,2.8,97,14.2,69.9,"Europe",0
"1456","Latvia",1,0.1,0.716,218,0,2.8,96,13.7,71,"Europe",1
"1457","Lebanon",0,0.1,0.763,98,1,4.9,81,13.3,74.9,"Asia",1
"1458","Lebanon",0,0.1,0.763,99,1,4.9,81,13.3,74.8,"Asia",1
"1460","Lebanon",0,0.1,0.763,93,1,4.8,81,13.3,75,"Asia",1
"1461","Lebanon",0,0.1,0.758,93,1,4.7,81,13.2,75,"Asia",1
"1462","Lebanon",0,0.1,0.752,94,1,4.7,81,13.3,74.9,"Asia",1
"1463","Lebanon",0,0.1,0.746,95,1,4.7,81,13.2,74.7,"Asia",1
"1464","Lebanon",0,0.1,0.74,98,1,4.7,81,13.1,74.5,"Asia",1
"1465","Lebanon",0,0.1,0.731,98,1,4.6,65,12.9,74.4,"Asia",1
"1466","Lebanon",0,0.1,0.733,12,1,4.6,78,13.2,74.1,"Asia",1
"1467","Lebanon",0,0.1,0.286,12,1,4.6,77,13.7,73.9,"Asia",1
"1468","Lebanon",0,0.1,0.286,13,1,4.6,75,14.2,73.7,"Asia",1
"1469","Lebanon",0,0.1,0.286,15,1,4.7,74,14.8,73.5,"Asia",1
"1470","Lebanon",0,0.1,0.286,17,1,4.7,77,15.2,73.2,"Asia",1
"1471","Lebanon",0,0.1,0.286,12,1,4.7,65,15,73,"Asia",1
"1472","Lebanon",0,0.1,0.286,112,1,4.8,83,14.9,72.7,"Asia",1
"1473","Lesotho",0,1,0.495,383,6,5.3,93,10.7,53.7,"Africa",0
"1474","Lesotho",0,1,0.491,383,6,5.6,93,10.8,52.6,"Africa",0
"1475","Lesotho",0,1,0.484,383,6,5.9,93,11.1,52.6,"Africa",0
"1476","Lesotho",0,1,0.479,383,6,6.2,95,11,52.6,"Africa",0
"1477","Lesotho",0,1,0.469,52,6,6.6,96,11,52.6,"Africa",0
"1479","Lesotho",0,1,0.453,383,6,7.4,91,10.8,52.6,"Africa",0
"1480","Lesotho",0,1,0.447,383,6,7.8,88,10.7,52.6,"Africa",0
"1481","Lesotho",0,1,0.44,383,6,8.3,88,10.6,52.6,"Africa",0
"1482","Lesotho",0,1,0.437,383,6,8.7,89,10.7,52.6,"Africa",0
"1483","Lesotho",0,1,0.437,383,6,9.2,89,10.7,52.6,"Africa",0
"1484","Lesotho",0,1,0.439,383,7,9.7,65,10.7,52.6,"Africa",0
"1485","Lesotho",0,1,0.44,383,7,1.1,65,10.5,52.6,"Africa",0
"1486","Lesotho",0,1,0.446,383,7,1.6,84,10.4,52.6,"Africa",0
"1487","Lesotho",0,1,0.443,383,7,11.1,78,10.3,52.6,"Africa",0
"1488","Lesotho",0,1,0.445,383,7,11.3,83,9.6,52.6,"Africa",0
"1490","Liberia",0,0.9,0.426,329,11,6.5,65,9.9,58.1,"Africa",0
"1491","Liberia",0,1,0.419,258,11,6.7,76,9.8,61.1,"Africa",0
"1492","Liberia",0,1,0.416,261,12,6.9,65,9.6,67,"Africa",0
"1493","Liberia",0,1,0.406,266,12,7,77,9.5,62,"Africa",0
"1495","Liberia",0,1,0.4,277,13,7.4,81,9.7,59.2,"Africa",0
"1496","Liberia",0,1,0.394,281,14,7.6,75,9.8,58.6,"Africa",0
"1497","Liberia",0,1,0.383,286,14,7.8,65,9.9,57.9,"Africa",0
"1498","Liberia",0,1,0.377,32,15,8.1,65,10,56.7,"Africa",0
"1499","Liberia",0,1,0.372,316,16,8.3,65,10.1,55.3,"Africa",0
"1500","Liberia",0,1,0.335,329,17,8.5,65,10.2,54,"Africa",0
"1501","Liberia",0,1,0.373,42,18,8.7,65,10.3,52.6,"Africa",0
"1502","Liberia",0,1,0.376,371,19,8.9,65,10.4,56,"Africa",0
"1505","Libya",0,0.1,0.719,138,2,5.5,97,13.4,72.7,"Africa",1
"1506","Libya",0,0.1,0.73,143,2,5.5,94,13.4,72.4,"Africa",1
"1507","Libya",0,0.1,0.735,134,2,5.5,96,13.4,72.9,"Africa",1
"1508","Libya",0,0.1,0.706,133,2,5.4,98,13.7,72.9,"Africa",1
"1509","Libya",0,0.1,0.756,161,2,5.4,98,14,71.3,"Africa",1
"1510","Libya",0,0.1,0.755,132,2,5.4,98,14.3,72.8,"Africa",1
"1511","Libya",0,0.1,0.757,132,2,5.4,98,14.6,72.7,"Africa",1
"1512","Libya",0,0.1,0.757,132,2,5.4,98,14.8,72.6,"Africa",1
"1513","Libya",0,0.1,0.756,132,3,5.4,98,15.1,72.5,"Africa",1
"1514","Libya",0,0.1,0.752,134,3,5.4,98,15.4,72.2,"Africa",1
"1515","Libya",0,0.1,0.748,138,3,5.4,98,15.7,71.9,"Africa",1
"1517","Libya",0,0.1,0.74,144,3,5.4,95,16,71.3,"Africa",1
"1519","Libya",0,0.1,0.732,147,3,5.5,94,15.7,71,"Africa",1
"1520","Libya",0,0.1,0.727,148,3,5.5,94,15.5,78,"Africa",1
"1521","Lithuania",1,0.1,0.846,165,0,2.6,93,16.5,73.6,"Europe",1
"1522","Lithuania",1,0.1,0.841,169,0,2.7,93,16.5,73.4,"Europe",1
"1523","Lithuania",1,0.1,0.834,178,0,2.7,93,16.4,73,"Europe",1
"1524","Lithuania",1,0.1,0.83,176,0,2.7,93,16.5,73,"Europe",1
"1525","Lithuania",1,0.1,0.826,18,0,2.8,92,16.7,72.8,"Europe",1
"1526","Lithuania",1,0.1,0.824,188,0,2.8,95,16.8,72.4,"Europe",1
"1527","Lithuania",1,0.1,0.825,192,0,2.9,98,16.6,72.2,"Europe",1
"1528","Lithuania",1,0.1,0.82,224,0,2.9,96,16.5,71.1,"Europe",1
"1529","Lithuania",1,0.1,0.812,24,0,3,95,16.4,72,"Europe",1
"1530","Lithuania",1,0.1,0.807,229,0,3,94,16.4,76,"Europe",1
"1531","Lithuania",1,0.1,0.798,222,0,3.1,94,16.2,78,"Europe",1
